id,tree,vegetable,element,animal,color,instrument,fruit
9092,Juniper,carrot,Niobium,cougar,Carnation Pink,Peirameter,dragonfruit
9093,Willow,lemon grass,Hassium,grizzly bear,Caribbean Green,Kinetoscope,elderberry
9094,Tupelo,basil,Lawrencium,giraffe,Blue Green,Opisometer,kumquat
9095,Pear,runner bean,Ununbium,fox,Gold,Cyanometer,cherry
9096,Walnut,fiddlehead,Sulfur,mongoose,Razzmatazz,Orchidometer,cherry
9097,Cypress,snap pea,Cadmium,orangutan,Violet,Cathetometer,cranberry
9098,Peach,green pepper,Neodymium,prairie dog,Beaver,Dynamograph,purple mangosteen
9099,Holly,corn,Strontium,snake,Desert Sand,Auriscope,currant
9100,Cedar,cilantro,Actinium,mustang,Tan,Chronoscope,pineapple
9101,Apple,black-eyed pea,Dysprosium,buffalo,Tickle Me Pink,Myograph,jambul
9102,Crabapple,legume,Roentgenium,panda,Desert Sand,Taseometer,tomato
9103,Pear,pumpkin,Thorium,giraffe,Cadet Blue,Turbidimeter,physalis
9104,Pear,calabrese,Cerium,horse,Mauvelous,Dynamometer,rambutan
9105,Plum,yam,Aluminium,lemur,Unmellow Yellow,Dichroscope,watermelon
9106,Larch,patty pan,Boron,oryx,Unmellow Yellow,Phonendoscope,avocado
9107,Plum,jerusalem artichoke,Mendelevium,ram,Indigo,Calorimeter,plum
9108,Pine,onion,Titanium,monkey,Purple Mountain's Majesty,Craniometer,tomato
9109,Olive,gem squash,Sulfur,gopher,Blue,Phthongometer,jambul
9110,Oak,garlic,Sodium,gopher,Cotton Candy,Quantometer,redcurrant
9111,Peach,leek,Rhenium,whale,Maroon,Electromyograph,grape
9112,Walnut,wasabi,Fermium,impala,Neon Carrot,Optometer,persimmon
9113,Hickory,legume,Mendelevium,crocodile,Yellow Orange,Thermoscope,chili pepper
9114,Alder,alfalfa sprout,Lawrencium,mink,Purple Mountain's Majesty,Oenometer,orange
9115,Cherry,mung bean,Sulfur,squirrel,Tan,Trocheameter,goji berry
9116,Redwood,legume,Carbon,giraffe,Macaroni and Cheese,Lysimeter,pear
9117,Walnut,lavender,Xenon,bison,Magenta,Stereometer,tamarillo
9118,Juniper,herbs and spice,Einsteinium,reindeer,Carnation Pink,Extensometer,grape
9119,Linden,basil,Palladium,kangaroo,Hot Magenta,Dynamograph,fig
9120,Cedar,celery,Hafnium,mole,Cerulean,Microseismograph,blackberry
9121,Holly,new zealand spinach,Rutherfordium,ewe,Green,Pyknometer,plum
9122,Gum,frisee,Calcium,yak,Hot Magenta,Dromometer,cantaloupe
9123,Tulip Tree,tat soi,Tellurium,weasel,Desert Sand,Spectrograph,olive
9124,Poplar,nopale,Fluorine,toad,Gold,Polarimeter,kumquat
9125,Plum,basil,Gadolinium,skunk,Tumbleweed,Sphygmograph,cranberry
9126,Oak,caraway,Technetium,ferret,Desert Sand,Tribometer,blueberry
9127,Holly,dill,Ununbium,kangaroo,Lavender,Phonendoscope,persimmon
9128,Crabapple,cilantro,Praseodymium,otter,Mahogany,Evaporimeter,jujube
9129,Apple,herbs and spice,Neodymium,marmoset,Apricot,Skiascope,mandarine
9130,Sassafras,mamey,Curium,mole,Vivid Violet,Endoscope,rock melon
9131,Beech,calabrese,Nobelium,weasel,Vivid Violet,Auxometer,lychee
9132,Apple,mung bean,Niobium,dingo,Radical Red,Lanameter,plum
9133,Hickory,tabasco pepper,Gadolinium,lamb,Violet Red,Ultramicroscope,durian
9134,Cherry,chard,Sulfur,panda,Inchworm,Phototelegraph,grape
9135,Tupelo,radish,Selenium,mongoose,Robin's Egg Blue,Fluorimeter,jambul
9136,Cypress,courgette,Osmium,pig,Red,Dilatometer,guava
9137,Chestnut,sage,Terbium,hog,Banana Mania,Electroencephalograph,mulberry
9138,Redwood,snap pea,Iodine,gorilla,Unmellow Yellow,Phonautograph,bell pepper
9139,Cypress,green pepper,Radon,wombat,Fern,Spirograph,mulberry
9140,Peach,zucchini,Nitrogen,ape,Plum,Evaporimeter,blackcurrant
9141,Cedar,shallot,Rutherfordium,elk,Melon,Viameter,blackberry
9142,Chestnut,lentils,Magnesium,marmoset,Eggplant,Odometer,kumquat
9143,Birch,chayote,Lithium,hedgehog,Banana Mania,Oscilloscope,tomato
9144,Maple,fiddlehead,Praseodymium,zebra,Blue,Cytometer,rambutan
9145,Hickory,white radish,Roentgenium,dingo,Periwinkle,Swingometer,avocado
9146,Hawthorn,squash,Tantalum,wombat,Purple Heart,Ratemeter,passionfruit
9147,Holly,spaghetti squash,Molybdenum,sloth,Salmon,Eidograph,pear
9148,Peach,black-eyed pea,Xenon,badger,Mahogany,Nephograph,loquat
9149,Beech,lavender,Terbium,chinchilla,Bittersweet,Stagmometer,tomato
9150,Olive,rutabaga,Yttrium,deer,Forest Green,Ergometer,honeydew
9151,Poplar,celeriac,Nitrogen,crocodile,Violet,Zymosimeter,nectarine
9152,Gum,squash,Seaborgium,buffalo,Violet,Thalassometer,bilberry
9153,Pear,broccoflower,Neodymium,whale,Carnation Pink,Tasimeter,pear
9154,Maple,taro,Helium,warthog,Desert Sand,Diplograph,papaya
9155,Ash,pinto bean,Caesium,dromedary,Scarlet,Nephelometer,bell pepper
9156,Elderberry,cabbage,Fluorine,mustang,Peach,Electromyograph,passionfruit
9157,Tulip Tree,asparagus,Chlorine,mustang,Hot Magenta,Pantograph,kumquat
9158,Tulip Tree,habanero,Dubnium,orangutan,Beaver,Pluviometer,cloudberry
9159,Walnut,runner bean,Rutherfordium,platypus,Screamin' Green,Skiascope,cherry
9160,Willow,cucumber,Unununium,rabbit,Manatee,Oometer,fig
9161,Oak,new zealand spinach,Nitrogen,giraffe,Outrageous Orange,Quantometer,jujube
9162,Dogwood,mustard green,Manganese,alpaca,Yellow Orange,Aerometer,raisin
9163,Yellowwood,basil,Ruthenium,ram,Forest Green,Electroscope,avocado
9164,Magnolia,leek,Rhodium,weasel,Inchworm,Actinometer,salal berry
9165,Tulip Tree,squash,Hassium,jackal,Plum,Urethroscope,coconut
9166,Olive,amaranth,Unununium,gnu,Sepia,Lactoscope,raisin
9167,Juniper,broad beans,Fermium,guinea pig,Sunglow,Ebullioscope,cantaloupe
9168,Larch,lima bean,Hydrogen,chipmunk,Mahogany,Stroboscope,lychee
9169,Hawthorn,oregano,Bromine,coyote,Plum,Konimeter,cherimoya
9170,Ash,fennel,Tungsten,baboon,Shamrock,Zymosimeter,rambutan
9171,Alder,water chestnut,Sodium,hyena,Scarlet,Torsiograph,blackcurrant
9172,Yellowwood,arugula,Potassium,crocodile,Olive Green,Oleometer,cantaloupe
9173,Hawthorn,herbs and spice,Caesium,lynx,Cerise,Atmometer,canary melon
9174,Spruce,taro,Unununium,lizard,Almond,Odometer,elderberry
9175,Redwood,white radish,Gallium,snake,Jazzberry Jam,Haptometer,eggplant
9176,Alder,scallion,Iron,raccoon,Turquoise Blue,Stylometer,purple mangosteen
9177,Elderberry,gem squash,Roentgenium,walrus,Yellow Orange,Radarscope,nut
9178,Sassafras,chives,Indium,ram,Shocking Pink,Potentiometer,blood orange
9179,Alder,lentils,Chlorine,mynah bird,Cornflower,Tromometer,lime
9180,Alder,chayote,Hafnium,hog,Cerulean,Cardiograph,pineapple
9181,Juniper,pinto bean,Gallium,panther,Eggplant,Audiometer,chili pepper
9182,Redwood,lettuce,Helium,cat,Shamrock,Plethysmograph,cranberry
9183,Ash,borlotti bean,Osmium,newt,Yellow Green,Colposcope,goji berry
9184,Beech,cilantro,Selenium,iguana,Yellow Orange,Luxmeter,nut
9185,Redwood,ginger,Ununpentium,baboon,Cadet Blue,Pneometer,jujube
9186,Sumac,mung bean,Rutherfordium,mustang,Macaroni and Cheese,Pharmacometer,peach
9187,Beech,navy bean,Osmium,guinea pig,Magenta,Pyknometer,quince
9188,Hawthorn,oregano,Plutonium,hog,Laser Lemon,Barograph,persimmon
9189,Peach,yam,Rhodium,fox,Wild Strawberry,Galvanoscope,clementine
9190,Hawthorn,azuki bean,Mercury,fox,Razzle Dazzle Rose,Selenoscope,canary melon
9191,Alder,tubers,Bismuth,gopher,Outer Space,Cardiograph,physalis
9192,Hickory,gem squash,Fluorine,whale,Maroon,Electrodynamometer,bilberry
9193,Hickory,brussels sprout,Hydrogen,cougar,Fern,Sphygmomanometer,rock melon
9194,Redwood,chickpea,Ununtrium,mustang,Lavender,Proctoscope,bell pepper
9195,Redwood,dill,Dysprosium,giraffe,Shamrock,Fluoroscope,canary melon
9196,Willow,endive,Ununhexium,badger,Chestnut,Retinoscope,papaya
9197,Alder,white radish,Iridium,warthog,Mountain Meadow,Planigraph,satsuma
9198,Willow,borlotti bean,Boron,lizard,Desert Sand,Fathometer,tangerine
9199,Spruce,butternut squash,Bohrium,panda,Salmon,Diplograph,olive
9200,Birch,scallion,Cerium,capybara,Hot Magenta,Elatrometer,cranberry
9201,Maple,kidney bean,Dubnium,cow,Fuzzy Wuzzy,Alkalimeter,tomato
9202,Locust,patty pan,Platinum,dromedary,Neon Carrot,Oscillometer,mulberry
9203,Ash,lemon grass,Thorium,chinchilla,Purple Pizzazz,Loxodograph,tamarillo
9204,Gum,habanero,Mercury,antelope,Fuzzy Wuzzy,Koniscope,cucumber
9205,Oak,celeriac,Roentgenium,canary,Purple Pizzazz,Scotograph,pear
9206,Elm,mamey,Bismuth,chameleon,Goldenrod,Fiberscope,huckleberry
9207,Cypress,artichoke,Fermium,ground hog,Blush,Ergograph,persimmon
9208,Hickory,squash,Meitnerium,woodchuck,Apricot,Loxodograph,lychee
9209,Juniper,celery,Lithium,ferret,Shadow,Typhlograph,pomegranate
9210,Cypress,carrot,Rhodium,squirrel,Hot Magenta,Tachistoscope,star fruit
9211,Fir,skirret,Lanthanum,antelope,Shadow,Sonograph,redcurrant
9212,Olive,collard green,Rhenium,ewe,Tumbleweed,Colonoscope,cherimoya
9213,Larch,ginger,Meitnerium,badger,Raw Sienna,Chromatograph,jambul
9214,Poplar,eggplant,Strontium,boar,Sunset Orange,Aethrioscope,pineapple
9215,Apple,pinto bean,Lutetium,reptile,Atomic Tangerine,Electromyograph,date
9216,Maple,calabrese,Dysprosium,beaver,Atomic Tangerine,Cytometer,salal berry
9217,Larch,white radish,Barium,crow,Midnight Blue,Phaometer,bilberry
9218,Poplar,lemon grass,Cobalt,salamander,Red,Microscope,salal berry
9219,Palm,turnip,Scandium,porcupine,Red Orange,Bronchoscope,plum
9220,Peach,calabrese,Lead,fox,Sepia,Zymometer,star fruit
9221,Maple,shallot,Caesium,mandrill,Granny Smith Apple,Phonautograph,mandarine
9222,Tupelo,legume,Thallium,oryx,Antique Brass,Ratemeter,bell pepper
9223,Pine,caraway,Francium,hyena,Carnation Pink,Porometer,cherimoya
9224,Palm,collard green,Dubnium,squirrel,Maroon,Anemometer,gooseberry
9225,Fir,cabbage,Francium,badger,Inchworm,Stethometer,watermelon
9226,Peach,banana squash,Aluminium,jaguar,Violet,Acetimeter,mandarine
9227,Fir,lima bean,Europium,chinchilla,Shadow,Ohmmeter,avocado
9228,Sumac,chickpea,Tungsten,dog,Tropical Rain Forest,Diffractometer,kumquat
9229,Tupelo,broccoflower,Plutonium,gazelle,Purple Heart,Qualimeter,apple
9230,Alder,chamomile,Fermium,llama,Macaroni and Cheese,Microcalorimeter,cherimoya
9231,Beech,endive,Lead,warthog,Eggplant,Sepometer,cantaloupe
9232,Elm,snap pea,Iodine,grizzly bear,Macaroni and Cheese,Peirameter,olive
9233,Pine,chickpea,Ununquadium,wombat,Spring Green,Stactometer,physalis
9234,Gum,daikon,Roentgenium,camel,Orange,Microseismometer,clementine
9235,Pine,courgette,Yttrium,bear,Goldenrod,Solarimeter,physalis
9236,Hawthorn,nopale,Indium,boar,Orchid,Diagraph,tamarillo
9237,Sassafras,rhubarb,Astatine,kangaroo,Green,Barometer,apricot
9238,Apple,kohlrabi,Curium,bat,Spring Green,Opsiometer,blueberry
9239,Cypress,banana squash,Copper,buffalo,Radical Red,Tropometer,mandarine
9240,Hickory,new zealand spinach,Manganese,warthog,Purple Mountain's Majesty,Radiometer,tamarillo
9241,Willow,chives,Francium,reptile,Outrageous Orange,Pneumatometer,dragonfruit
9242,Elderberry,sweet potato,Caesium,guinea pig,Indigo,Microcalorimeter,jujube
9243,Palm,mustard green,Mendelevium,ferret,Sky Blue,Tensimeter,pomegranate
9244,Spruce,nopale,Lutetium,gazelle,Apricot,Calorimeter,pomegranate
9245,Hawthorn,navy bean,Antimony,jaguar,Dandelion,Barograph,passionfruit
9246,Peach,aubergine,Neodymium,frog,Laser Lemon,Keraunograph,blood orange
9247,Peach,delicata,Thulium,hog,Caribbean Green,Audiometer,durian
9248,Magnolia,azuki bean,Europium,donkey,Pine Green,Scotoscope,mandarine
9249,Beech,taro,Potassium,otter,Macaroni and Cheese,Taximeter,lime
9250,Cypress,soy bean,Bromine,elk,Midnight Blue,Proctoscope,salal berry
9251,Redwood,cucumber,Zinc,zebra,Blue Green,Chronograph,clementine
9252,Tulip Tree,amaranth,Hydrogen,parakeet,Cotton Candy,Volumenometer,cherimoya
9253,Pine,radicchio,Unununium,cow,Blue,Rhinoscope,rock melon
9254,Redwood,cucumber,Hafnium,opossum,Outer Space,Chromatograph,nectarine
9255,Maple,arugula,Radium,mouse,Aquamarine,Reflectometer,raspberry
9256,Sumac,ginger,Krypton,snake,Orchid,Zymosimeter,apricot
9257,Chestnut,hubbard squash,Strontium,prairie dog,Shocking Pink,Oscillometer,grapefruit
9258,Cherry,carrot,Iron,guinea pig,Burnt Orange,Episcope,quince
9259,Larch,black-eyed pea,Hassium,ewe,Sunset Orange,Phonautograph,banana
9260,Pine,broad beans,Magnesium,crow,Radical Red,Phacometer,grapefruit
9261,Hawthorn,navy bean,Sodium,wildcat,Fuzzy Wuzzy,Thermograph,mandarine
9262,Beech,asparagus,Rubidium,giraffe,Sunglow,Colonoscope,star fruit
9263,Cedar,eggplant,Seaborgium,mouse,Vivid Violet,Hygrograph,rock melon
9264,Magnolia,jicama,Ununtrium,ox,Yellow Green,Tremograph,tangerine
9265,Fir,aubergine,Chromium,rat,Tan,Hodoscope,raspberry
9266,Hawthorn,wasabi,Dubnium,finch,Orchid,Dynamograph,blackberry
9267,Willow,water chestnut,Tungsten,parakeet,Carnation Pink,Radiometer,star fruit
9268,Yellowwood,water chestnut,Osmium,hedgehog,Tickle Me Pink,Chronoscope,plum
9269,Peach,topinambur,Neon,hamster,Pine Green,Tachograph,avocado
9270,Chestnut,delicata,Erbium,porcupine,Navy Blue,Stauroscope,eggplant
9271,Elm,hubbard squash,Europium,polar bear,Vivid Violet,Katathermometer,kiwi fruit
9272,Dogwood,lima bean,Radon,lamb,Goldenrod,Spirograph,apple
9273,Beech,eggplant,Einsteinium,dog,Olive Green,Pharyngoscope,grapefruit
9274,Walnut,spinach,Potassium,porpoise,Sky Blue,Tacheometer,star fruit
9275,Alder,horseradish,Lutetium,wolf,Blue,Episcope,kiwi fruit
9276,Poplar,beet,Francium,giraffe,Granny Smith Apple,Hygrograph,kiwi fruit
9277,Olive,anise,Cobalt,walrus,Wild Watermelon,Turbidimeter,papaya
9278,Maple,artichoke,Helium,mouse,Orange,Sphygmoscope,lemon
9279,Magnolia,caraway,Ununpentium,ground hog,Green,Chronometer,gooseberry
9280,Willow,mushroom,Yttrium,coyote,Blush,Lactoscope,pomegranate
9281,Cedar,green bean,Sulfur,dromedary,Pine Green,Colposcope,durian
9282,Gum,endive,Dubnium,porpoise,Silver,Tonometer,orange
9283,Crabapple,kidney bean,Dubnium,iguana,Razzle Dazzle Rose,Galvanoscope,blueberry
9284,Poplar,yam,Sulfur,elephant,Unmellow Yellow,Volumenometer,papaya
9285,Cherry,broccoflower,Ununbium,baboon,Macaroni and Cheese,Tribometer,tomato
9286,Yellowwood,lima bean,Iridium,crocodile,Sky Blue,Pluviometer,pamelo
9287,Linden,gem squash,Xenon,deer,Sunset Orange,Proctoscope,tomato
9288,Larch,bean sprout,Bohrium,iguana,Eggplant,Telespectroscope,jackfruit
9289,Palm,kohlrabi,Antimony,boar,Hot Magenta,Tacheometer,pamelo
9290,Ash,rhubarb,Hydrogen,gila monster,Tan,Scotoscope,raisin
9291,Holly,borlotti bean,Einsteinium,ocelot,Tickle Me Pink,Seismograph,raisin
9292,Maple,broccoflower,Unununium,ox,Brown,Hippometer,peach
9293,Maple,azuki bean,Antimony,leopard,Periwinkle,Colonoscope,plum
9294,Tulip Tree,yam,Ununhexium,skunk,Tan,Microcalorimeter,cucumber
9295,Fir,rhubarb,Cadmium,camel,Turquoise Blue,Elatrometer,nectarine
9296,Alder,delicata,Mercury,orangutan,Spring Green,Selenoscope,goji berry
9297,Plum,parsley,Barium,lizard,Screamin' Green,Clinometer,cloudberry
9298,Palm,rhubarb,Lanthanum,ferret,Fuchsia,Snooperscope,banana
9299,Juniper,white radish,Niobium,gopher,Raw Sienna,Bathymeter,mango
9300,Elm,asparagus,Radon,woodchuck,Blue,Hyetograph,kumquat
9301,Birch,tat soi,Silver,alpaca,Blue Bell,Pantochronometer,jujube
9302,Elderberry,cilantro,Carbon,wildcat,Midnight Blue,Auriscope,tangerine
9303,Pine,yam,Titanium,squirrel,Granny Smith Apple,Wavemeter,nut
9304,Cherry,parsnip,Tin,reptile,Blue Violet,Photometer,pamelo
9305,Sassafras,hubbard squash,Holmium,cow,Cotton Candy,Luxmeter,jackfruit
9306,Pear,calabrese,Cobalt,gorilla,Burnt Sienna,Lanameter,huckleberry
9307,Maple,broccoli,Francium,cat,Tan,Audiometer,pear
9308,Juniper,herbs and spice,Yttrium,jackal,Vivid Violet,Auxanometer,persimmon
9309,Magnolia,acorn squash,Americium,mule,Navy Blue,Baroscope,goji berry
9310,Walnut,parsnip,Neodymium,hamster,Gold,Tasimeter,pear
9311,Pine,chayote,Plutonium,parakeet,Gray,Auxometer,tangerine
9312,Cedar,jicama,Phosphorus,finch,Red,Opisometer,rock melon
9313,Birch,garlic,Chromium,rhinoceros,Hot Magenta,Katharometer,currant
9314,Holly,green bean,Tantalum,fox,Pacific Blue,Hemacytometer,tomato
9315,Locust,fennel,Chromium,deer,Radical Red,Pyknometer,bilberry
9316,Locust,runner bean,Cobalt,beaver,Manatee,Colonoscope,pineapple
9317,Crabapple,jalapeno,Nobelium,mountain goat,Eggplant,Trocheameter,plum
9318,Sumac,caraway,Darmstadtium,canary,Black,Gravimeter,feijoa
9319,Elm,radicchio,Meitnerium,mongoose,Robin's Egg Blue,Ophthalmoscope,pomegranate
9320,Pine,horseradish,Einsteinium,lion,Raw Sienna,Psychrometer,pineapple
9321,Hawthorn,black bean,Cerium,jaguar,Olive Green,Helioscope,goji berry
9322,Elderberry,aubergine,Californium,hamster,Wisteria,Permeameter,guava
9323,Dogwood,caraway,Helium,cat,Gray,Diaphanometer,jambul
9324,Pine,pea,Ununpentium,canary,Tropical Rain Forest,Psychrometer,blackcurrant
9325,Elm,scallion,Dysprosium,skunk,Chestnut,Gyrograph,blood orange
9326,Redwood,horseradish,Sodium,muskrat,Turquoise Blue,Sphygmoscope,orange
9327,Peach,chamomile,Thorium,ocelot,Hot Magenta,Pyroscope,cloudberry
9328,Beech,arugula,Ununtrium,toad,Outer Space,Manometer,nectarine
9329,Cherry,green bean,Copper,lynx,Inchworm,Milliammeter,peach
9330,Spruce,cucumber,Ytterbium,puma,Dandelion,Stactometer,star fruit
9331,Fir,runner bean,Bohrium,walrus,Chestnut,Gyrograph,ugli fruit
9332,Redwood,eggplant,Cobalt,deer,Brown,Bronchoscope,purple mangosteen
9333,Apple,artichoke,Ununpentium,gnu,Eggplant,Pluviograph,apricot
9334,Yellowwood,white radish,Roentgenium,rat,Razzle Dazzle Rose,Oenometer,blueberry
9335,Cedar,yam,Arsenic,chinchilla,Brown,Radioscope,strawberry
9336,Dogwood,zucchini,Calcium,leopard,Razzmatazz,Methanometer,honeydew
9337,Olive,water chestnut,Strontium,puma,Vivid Tangerine,Spirograph,orange
9338,Elm,brussels sprout,Iron,gnu,Midnight Blue,Pallograph,bell pepper
9339,Olive,scallion,Seaborgium,prairie dog,Indigo,Helioscope,blackcurrant
9340,Larch,green pepper,Xenon,whale,Cornflower,Odometer,lychee
9341,Ash,pinto bean,Uranium,lizard,Brown,Telestereoscope,orange
9342,Fir,rutabaga,Titanium,prairie dog,Piggy Pink,Effusiometer,blood orange
9343,Pine,black bean,Beryllium,ape,Fuzzy Wuzzy,Gyrograph,gooseberry
9344,Alder,bok choy,Molybdenum,ibex,Turquoise Blue,Ultramicroscope,pomelo
9345,Elm,bok choy,Beryllium,wildcat,Dandelion,Kymograph,avocado
9346,Magnolia,cucumber,Scandium,woodchuck,Mahogany,Hygrometer,kiwi fruit
9347,Locust,navy bean,Helium,fox,Gray,Spirometer,plum
9348,Cherry,squash,Ruthenium,leopard,Laser Lemon,Dichroscope,kumquat
9349,Peach,delicata,Erbium,muskrat,Blue Green,Fluoroscope,grapefruit
9350,Apple,broccoflower,Mendelevium,bull,Granny Smith Apple,Spectrohelioscope,bilberry
9351,Tupelo,brussels sprout,Samarium,gazelle,Cotton Candy,Idiometer,ugli fruit
9352,Birch,fennel,Aluminium,mink,Caribbean Green,Sphygmomanometer,jujube
9353,Elm,patty pan,Gold,fox,Shamrock,Seismometer,blood orange
9354,Sassafras,lima bean,Dubnium,hedgehog,Wild Watermelon,Aethrioscope,blackberry
9355,Linden,potato,Niobium,impala,Cerise,Audiometer,redcurrant
9356,Pear,artichoke,Ununpentium,reptile,Wild Watermelon,Spirograph,elderberry
9357,Crabapple,beet,Phosphorus,koala,Blue,Leptometer,grapefruit
9358,Oak,basil,Selenium,llama,Burnt Orange,Elatrometer,gooseberry
9359,Spruce,sweet potato,Thulium,rat,Chestnut,Luxmeter,olive
9360,Pear,courgette,Technetium,ewe,Unmellow Yellow,Transmissometer,tamarillo
9361,Cypress,cilantro,Cobalt,gopher,Razzmatazz,Penetrometer,lime
9362,Linden,radish,Darmstadtium,hyena,Tropical Rain Forest,Harmonograph,papaya
9363,Oak,butternut squash,Fluorine,mountain goat,Pacific Blue,Colposcope,jackfruit
9364,Magnolia,wasabi,Ytterbium,parakeet,Aquamarine,Psophometer,pear
9365,Plum,thyme,Ruthenium,mandrill,Green Yellow,Otoscope,raisin
9366,Pear,new zealand spinach,Sodium,finch,Outrageous Orange,Algometer,chili pepper
9367,Cedar,water chestnut,Yttrium,chipmunk,Green Yellow,Polariscope,apple
9368,Poplar,spinach,Yttrium,panda,Plum,Zymosimeter,cherry
9369,Beech,borlotti bean,Chromium,mink,Electric Lime,Meldometer,boysenberry
9370,Magnolia,jerusalem artichoke,Bismuth,koala,Burnt Sienna,Hodoscope,huckleberry
9371,Plum,daikon,Vanadium,ocelot,Bittersweet,Transmissometer,plum
9372,Elderberry,daikon,Chlorine,ocelot,Almond,Ceraunograph,blood orange
9373,Walnut,caraway,Vanadium,mustang,Beaver,Electrocardiograph,strawberry
9374,Cedar,kohlrabi,Ytterbium,koala,Purple Pizzazz,Loxodograph,pamelo
9375,Birch,bean sprout,Nitrogen,squirrel,Lavender,Taseometer,redcurrant
9376,Peach,lavender,Fermium,sloth,Jazzberry Jam,Chronoscope,apricot
9377,Tupelo,jalapeno,Palladium,kangaroo,Blue Violet,Typhlograph,pineapple
9378,Cherry,lentils,Argon,iguana,Mahogany,Hydrotimeter,cantaloupe
9379,Dogwood,kidney bean,Tantalum,cheetah,Shadow,Megameter,peach
9380,Tulip Tree,sage,Rutherfordium,wolverine,White,Eidograph,avocado
9381,Tupelo,cilantro,Roentgenium,antelope,Canary,Diplograph,watermelon
9382,Cypress,mangetout,Phosphorus,aardvark,Desert Sand,Cyclometer,mulberry
9383,Beech,onion,Plutonium,muskrat,Razzmatazz,Optometer,cucumber
9384,Larch,acorn squash,Titanium,grizzly bear,Fuchsia,Atmometer,jujube
9385,Peach,mangetout,Francium,ocelot,Sepia,Declinometer,loquat
9386,Dogwood,eggplant,Cadmium,giraffe,Purple Mountain's Majesty,Pyrgeometer,nut
9387,Poplar,mangetout,Krypton,mustang,Atomic Tangerine,Scotograph,jambul
9388,Spruce,black-eyed pea,Polonium,skunk,Violet,Platometer,boysenberry
9389,Cypress,lettuce,Vanadium,hedgehog,Shamrock,Velocimeter,date
9390,Magnolia,topinambur,Neptunium,lynx,Asparagus,Sympiesometer,chili pepper
9391,Peach,black-eyed pea,Neptunium,armadillo,Tan,Psychograph,rock melon
9392,Sumac,endive,Calcium,toad,Almond,Turbidimeter,kiwi fruit
